time throughput_mbps
0 0.0
1 0.000928
2 0.00792
3 0.097656
4 0.01244
5 0.097424
6 0.0
7 0.24224
8 0.157984
9 0.169568
10 0.400224
11 0.036336
12 0.290688
13 0.230128
14 0.230128
15 0.31844
16 0.218544
17 0.096896
18 0.109008
19 0.133232
20 0.084784
21 0.205904
22 0.109008
23 0.205904
24 0.218544
25 0.205904
26 0.18168
27 0.133232
28 0.169568
29 0.157984
30 0.231728
31 0.111544
32 0.220656
33 0.109008
34 0.193792
35 0.219072
36 0.129384
37 0.109536
38 0.199752
39 0.019848
40 0.195376
41 0.12112
42 0.236672
43 0.097952
44 0.10344
45 0.205904
46 0.196664
47 0.231856
48 0.218016
49 0.096896
50 0.218016
51 0.096896
52 0.109008
53 0.084784
54 0.133232
55 0.036336
56 0.072672
57 0.18168
58 0.12112
59 0.096896
60 0.255024
61 0.20624
