time throughput_mbps
0 0.008248
1 0.48616
2 0.339136
3 0.096896
4 0.084784
5 0.0
6 0.084784
7 0.096896
8 0.145344
9 0.12112
10 0.279104
11 0.17016
12 0.17204
13 0.09848
14 0.24224
15 0.24224
16 0.133232
17 0.109008
18 0.096896
19 0.084784
20 0.084784
21 0.084784
22 0.330088
23 0.231184
24 0.18168
25 0.072672
26 0.12112
27 0.06056
28 0.145344
29 0.157456
30 0.084784
31 0.157456
32 0.184808
33 0.159568
34 0.145344
35 0.06056
36 0.12112
37 0.230128
38 0.109008
39 0.133232
40 0.109008
41 0.169568
42 0.084784
43 0.169568
44 0.182208
45 0.145344
46 0.109008
47 0.096896
48 0.084784
49 0.121792
50 0.025232
51 0.08512
52 0.072672
53 0.169568
54 0.0
55 0.084784
56 0.266464
